points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,-4,1108,〇,0,0,0,0,1,25%,2,0,0,1,,成力煥,72,,7,,1,1,4,0,36.3%,0,1,16.8%,18:28,1,0-1,0%,5,1-5,20%,2,2-2,100%
5,9,745,,0,1,0,0,6,75%,2,0,0,0,,王振原,227,,8,,1,1,1,0,86.8%,0,0,10.5%,12:25,0,0-0,0%,2,1-2,50%,2,2-2,100%
14,4,2204,〇,2,7,0,9,23,61.1%,3,1,0,1,,林俊吉,90,,11,,0,1,3,9,65.1%,4,1,15.6%,36:44,5,4-5,80%,4,1-4,25%,4,3-4,75%
31,5,2642,,3,6,0,3,31,76.3%,2,0,2,2,,簡浩,222,,21,,1,9,9,5,78%,1,0,22.8%,44:02,1,1-1,100%,18,9-18,50%,2,2-2,100%
16,6,2812,〇,4,3,0,3,11,57.1%,0,2,1,4,,錢肯尼,149,,23,,2,4,2,4,53.8%,2,6,18%,46:52,8,2-8,25%,6,4-6,66.7%,2,0-2,0%
0,-23,557,,2,0,0,1,-4,0%,0,0,0,2,,李德威,94,,26,,0,0,0,1,0%,0,3,24.4%,09:17,3,0-3,0%,0,0-0,0%,0,0-0,0%
0,-6,124,,0,0,0,0,0,0%,0,0,0,2,,吳松蔚,95,,30,,0,0,0,0,0%,0,0,0%,02:04,0,0-0,0%,0,0-0,0%,0,0-0,0%
16,15,1874,〇,2,3,0,9,21,35%,2,0,7,5,,揚科維奇,259,,33,,1,0,5,16,38.3%,7,8,32.4%,31:14,15,7-15,46.7%,5,0-5,0%,2,2-2,100%
17,14,2334,〇,2,3,4,13,29,58.3%,3,4,3,3,,吉爾貝克,212,,34,,0,0,0,16,56.4%,7,5,19.7%,38:54,12,7-12,58.3%,0,0-0,0%,7,3-7,42.9%
,,,,,,,,,,,,,,,鄭子洋,242,,97,,,,,,,,,,DNP,,,,,,,,,
